id,city,macrozone,neighbourhood,price,price_per_sqm,surface,rooms,floor,type
98321138,Milano,Centro,Brera,,,280.0,5.0,2,Appartamento
94452606,Milano,Centro,Brera,900000.0,10588.235294117647,85.0,2.0,3,Mansarda
101756413,Milano,Centro,Brera,,,230.0,5.0,2,Appartamento
102188500,Milano,Centro,Cadorna - Castello,1250000.0,10504.20168067227,119.0,3.0,5,Attico
51270987,Milano,Centro,Brera,,,380.0,5.0,2,Appartamento
101563275,Milano,Centro,Brera,28000000.0,7000.0,4000.0,5.0,3,Palazzo - Edificio
103658344,Milano,Centro,Brera,,,400.0,5.0,6,Appartamento
69727756,Milano,Centro,Brera,,,3000.0,,,Palazzo - Edificio
98450608,Milano,Centro,Brera,,,250.0,4.0,2,Appartamento
103420078,Milano,Centro,Brera,,,250.0,5.0,2,Appartamento
103421388,Milano,Centro,Brera,,,400.0,5.0,4,Appartamento
102051974,Milano,Centro,Brera,,,195.0,,3,Appartamento
102090474,Milano,Centro,Brera,,,4500.0,5.0,6,Palazzo - Edificio
103193654,Milano,Centro,Brera,4800000.0,12000.0,400.0,5.0,,Attico
103143716,Milano,Centro,Cadorna - Castello,2480000.0,15696.20253164557,158.0,4.0,3,Appartamento
102880616,Milano,Centro,Cadorna - Castello,,,510.0,5.0,3,Attico
103251810,Milano,Centro,Sant'Ambrogio,1298000.0,9984.615384615385,130.0,5.0,1,Appartamento
94291214,Milano,Centro,Cadorna - Castello,1899000.0,12744.96644295302,149.0,3.0,4 - 5,Mansarda
103092510,Milano,"Arco della Pace, Arena, Pagano",Vincenzo Monti,740000.0,7326.732673267326,101.0,3.0,1,Appartamento
103044454,Milano,Centro,Cadorna - Castello,1050000.0,9130.434782608696,115.0,3.0,R,Appartamento
103044148,Milano,Centro,Cadorna - Castello,605000.0,10083.333333333334,60.0,2.0,1,Appartamento
99983038,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Attico
103448772,Milano,Centro,Cadorna - Castello,1195000.0,10482.456140350878,114.0,3.0,1,Appartamento
100312388,Milano,Centro,Cadorna - Castello,,,192.0,4.0,,Attico
98159920,Milano,Centro,Cadorna - Castello,780000.0,11304.347826086956,69.0,2.0,2,Attico
100339154,Milano,Centro,Sant'Ambrogio,2200000.0,12571.42857142857,175.0,5.0,5,Appartamento
100700393,Milano,Centro,Brera,1050000.0,15000.0,70.0,2.0,3,Appartamento
103669872,Milano,Centro,Cadorna - Castello,5900000.0,19032.25806451613,310.0,5.0,T,Appartamento
101746323,Milano,Centro,Cadorna - Castello,2980000.0,11872.509960159363,251.0,5.0,,Attico
103612174,Milano,Centro,Cadorna - Castello,560000.0,10181.818181818182,55.0,2.0,5,Appartamento
101610641,Milano,Centro,Cadorna - Castello,280000.0,10370.37037037037,27.0,1.0,R,Appartamento
95995242,Milano,Centro,Cadorna - Castello,,,400.0,5.0,3,Appartamento
103613560,Milano,Centro,Cadorna - Castello,1250000.0,8928.57142857143,140.0,4.0,3,Appartamento
103528032,Milano,Centro,Cadorna - Castello,1195000.0,10482.456140350878,114.0,3.0,1,Appartamento
103456980,Milano,Centro,Cadorna - Castello,1330000.0,13300.0,100.0,3.0,4,Appartamento
101992220,Milano,Centro,Cadorna - Castello,950000.0,6785.714285714285,140.0,4.0,3,Appartamento
102880680,Milano,Centro,Cadorna - Castello,3000000.0,10714.285714285714,280.0,5.0,3,Attico
102880216,Milano,Centro,Cadorna - Castello,2300000.0,10454.545454545454,220.0,5.0,4,Appartamento
98642006,Milano,Centro,Cadorna - Castello,780000.0,11304.347826086956,69.0,1.0,2,Appartamento
101685329,Milano,Centro,Cadorna - Castello,630000.0,9692.307692307691,65.0,2.0,1,Appartamento
103043908,Milano,Centro,Cadorna - Castello,995000.0,11436.781609195403,87.0,3.0,1,Appartamento
99849836,Milano,Centro,Cadorna - Castello,2500000.0,12500.0,200.0,5.0,6,Attico
102916438,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,5,Appartamento
102916322,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,5,Attico
98180160,Milano,Centro,Brera,2300000.0,9829.059829059828,234.0,4.0,1,Appartamento
96627312,Milano,Centro,Cadorna - Castello,1902000.0,12037.974683544304,158.0,3.0,5,Mansarda
98208908,Milano,Centro,Cadorna - Castello,2750000.0,11458.333333333334,240.0,4.0,4,Attico
102272590,Milano,Centro,Cadorna - Castello,595000.0,9916.666666666666,60.0,2.0,6,Appartamento
98179692,Milano,Centro,Brera,2300000.0,9829.059829059828,234.0,4.0,1,Appartamento
98469448,Milano,Centro,Cadorna - Castello,2000000.0,10000.0,200.0,5.0,6,Mansarda
101937892,Milano,Centro,Cadorna - Castello,1050000.0,11052.631578947368,95.0,3.0,6,Mansarda
103477398,Milano,Centro,Brera,,,206.0,5.0,5 - 6,Appartamento
85504826,Milano,Centro,Cadorna - Castello,2500000.0,10204.081632653062,245.0,5.0,1,Appartamento
103385320,Milano,Centro,Duomo,3250000.0,13000.0,250.0,5.0,4,Appartamento
103389002,Milano,Centro,Cadorna - Castello,750000.0,5681.818181818182,132.0,3.0,T,Appartamento
94106640,Milano,Centro,Sant'Ambrogio,3000000.0,12000.0,250.0,5.0,4,Appartamento
99982428,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Appartamento
99982790,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Mansarda
102136784,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Appartamento
103412028,Milano,Centro,Cadorna - Castello,1390000.0,7897.727272727273,176.0,4.0,R,Appartamento
100927893,Milano,Centro,Brera,2600000.0,19259.25925925926,135.0,3.0,4,Appartamento
98700186,Milano,Centro,Cadorna - Castello,,,130.0,4.0,1,Appartamento
98977192,Milano,Centro,Cadorna - Castello,760000.0,16888.88888888889,45.0,2.0,2,Appartamento
101527183,Milano,Centro,Cadorna - Castello,680000.0,8500.0,80.0,2.0,5,Appartamento
87396362,Milano,Centro,Cadorna - Castello,,,91.0,2.0,,Appartamento
100926599,Milano,Centro,Brera,3900000.0,18571.428571428572,210.0,4.0,2,Appartamento
78824569,Milano,Centro,Cadorna - Castello,,,260.0,5.0,,Attico
72079766,Milano,Centro,Cadorna - Castello,,,185.0,4.0,,Appartamento
100907883,Milano,Centro,Cadorna - Castello,750000.0,5681.818181818182,132.0,3.0,T,Appartamento
97829528,Milano,Centro,Carrobbio,,,650.0,5.0,,Villa unifamiliare
101678355,Milano,Centro,Cadorna - Castello,,,143.0,5.0,2,Appartamento
103516558,Milano,Centro,Cadorna - Castello,5000000.0,11111.111111111111,450.0,5.0,2,Appartamento
98701364,Milano,"Arco della Pace, Arena, Pagano",Vincenzo Monti,,,180.0,5.0,1,Appartamento
92549302,Milano,Centro,Carrobbio,570000.0,8142.857142857143,70.0,2.0,R,Appartamento
92643296,Milano,Centro,Cadorna - Castello,570000.0,8142.857142857143,70.0,2.0,R,Appartamento
94280798,Milano,Centro,Duomo,1780000.0,10470.588235294117,170.0,4.0,2,Appartamento
103609404,Milano,Centro,Cadorna - Castello,,,380.0,5.0,3,Attico
78310265,Milano,Centro,Cadorna - Castello,,,130.0,3.0,3,Appartamento
98880704,Milano,Centro,Cadorna - Castello,,,240.0,5.0,3,Appartamento
44363902,Milano,Centro,Cadorna - Castello,,,500.0,5.0,3,Appartamento
102275656,Milano,Centro,Cadorna - Castello,,,330.0,5.0,,Terratetto unifamiliare
102881300,Milano,Centro,Cadorna - Castello,3000000.0,19736.842105263157,152.0,4.0,5,Appartamento
103616708,Milano,Centro,Cadorna - Castello,,,250.0,5.0,,Villa unifamiliare
102188500,Milano,Centro,Cadorna - Castello,1250000.0,10504.20168067227,119.0,3.0,5,Attico
99108458,Milano,Centro,Duomo,,,270.0,5.0,2,Appartamento
100660763,Milano,Centro,Cadorna - Castello,3300000.0,12941.176470588236,255.0,5.0,4,Appartamento
103625776,Milano,Centro,Cadorna - Castello,,,230.0,5.0,3,Appartamento
99532454,Milano,Centro,Duomo,,,290.0,5.0,1,Appartamento
103418836,Milano,Centro,Duomo,,,430.0,5.0,,Villa unifamiliare
102872250,Milano,Centro,Cadorna - Castello,,,370.0,3.0,,Villa unifamiliare
103419486,Milano,Centro,Duomo,,,800.0,5.0,,Villa unifamiliare
102231186,Milano,Centro,Cadorna - Castello,,,3400.0,,T,Palazzo - Edificio
100457282,Milano,Centro,Cadorna - Castello,25000000.0,7812.5,3200.0,5.0,,Terratetto unifamiliare
100989985,Milano,Centro,Duomo,750000.0,22058.823529411766,34.0,1.0,,Progetto
103546742,Milano,Centro,Duomo,1495000.0,6177.6859504132235,242.0,4.0,T,Appartamento
102510232,Milano,Centro,Carrobbio,2100000.0,8571.42857142857,245.0,5.0,6,Appartamento
101008639,Milano,Centro,Duomo,750000.0,21428.571428571428,35.0,2.0,3,Appartamento
101009371,Milano,Centro,Duomo,750000.0,22058.823529411766,34.0,1.0,3,Appartamento
101019505,Milano,Centro,Duomo,995000.0,16864.406779661018,59.0,2.0,3,Appartamento
101012147,Milano,Centro,Duomo,930000.0,19787.23404255319,47.0,2.0,3,Appartamento
102602240,Milano,Centro,Duomo,2650000.0,10311.284046692606,257.0,5.0,2 - 3,Appartamento
97491882,Milano,Centro,Duomo,2085000.0,15330.882352941177,136.0,3.0,,Progetto
103298658,Milano,Centro,Duomo,3000000.0,12145.748987854251,247.0,5.0,4 - 5,Appartamento
102674580,Milano,Centro,Duomo,2650000.0,10311.284046692606,257.0,5.0,,Appartamento
99983038,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Attico
100838451,Milano,Centro,Duomo,3800000.0,8260.869565217392,460.0,5.0,4,Appartamento
103545758,Milano,Centro,Duomo,11500000.0,19166.666666666668,600.0,5.0,5,Appartamento
102492624,Milano,Centro,Duomo,3600000.0,15000.0,240.0,5.0,3,Appartamento
103090502,Milano,Centro,Duomo,595000.0,11666.666666666666,51.0,2.0,3,Appartamento
101082209,Milano,Centro,Missori,788000.0,11939.39393939394,66.0,2.0,2,Appartamento
102967964,Milano,Centro,Duomo,,,93.0,3.0,4,Appartamento
103553056,Milano,Centro,Duomo,7000000.0,20000.0,350.0,,5,Attico
101961394,Milano,Centro,Carrobbio,480000.0,8727.272727272728,55.0,2.0,T,Loft
99236992,Milano,Centro,Duomo,,,250.0,3.0,4,Attico
99394154,Milano,Centro,Missori,1800000.0,10000.0,180.0,4.0,6,Attico
101584765,Milano,Centro,Duomo,788000.0,11939.39393939394,66.0,2.0,2,Appartamento
101629917,Milano,Centro,Duomo,830000.0,11857.142857142857,70.0,3.0,2,Appartamento
102661674,Milano,Centro,Missori,480000.0,5161.290322580645,93.0,3.0,T,Appartamento
103412466,Milano,Centro,Carrobbio,1360000.0,8662.420382165605,157.0,3.0,1,Appartamento
103137682,Milano,Centro,Carrobbio,1088000.0,16000.0,68.0,3.0,2,Appartamento
103265030,Milano,Centro,Missori,679000.0,9053.333333333334,75.0,2.0,4,Appartamento
101113247,Milano,Centro,Duomo,2100000.0,10769.23076923077,195.0,5.0,,Attico
100235352,Milano,Centro,Duomo,,,100.0,2.0,1,Appartamento
102768460,Milano,Centro,Duomo,860000.0,12285.714285714286,70.0,3.0,1,Appartamento
103656412,Milano,Centro,Duomo,860000.0,10617.283950617284,81.0,2.0,1,Appartamento
100757757,Milano,Centro,Missori,1600000.0,9142.857142857143,175.0,5.0,1,Appartamento
103524634,Milano,Centro,Duomo,2550000.0,8644.06779661017,295.0,5.0,4,Attico
94813266,Milano,Centro,Duomo,560000.0,12444.444444444445,45.0,2.0,5,Appartamento
102480830,Milano,Centro,Duomo,,,2000.0,5.0,T,Palazzo - Edificio
98716628,Milano,Centro,Duomo,,,15000.0,5.0,,Villa unifamiliare
103613560,Milano,Centro,Cadorna - Castello,1250000.0,8928.57142857143,140.0,4.0,3,Appartamento
101992220,Milano,Centro,Cadorna - Castello,950000.0,6785.714285714285,140.0,4.0,3,Appartamento
85033902,Milano,Centro,Carrobbio,1380000.0,8363.636363636364,165.0,3.0,1,Appartamento
99154130,Milano,Centro,Duomo,26000000.0,1576.7131594906004,16490.0,5.0,,Palazzo - Edificio
101081879,Milano,Centro,Duomo,1395000.0,15000.0,93.0,2.0,,Appartamento
101012297,Milano,Centro,Duomo,950000.0,19387.755102040817,49.0,2.0,3,Appartamento
101009909,Milano,Centro,Duomo,780000.0,22285.714285714286,35.0,2.0,3,Appartamento
101761947,Milano,Centro,Missori,790000.0,11969.69696969697,66.0,2.0,2,Appartamento
99583020,Milano,Centro,Duomo,1410000.0,15000.0,94.0,3.0,,Appartamento
101009685,Milano,Centro,Duomo,780000.0,21666.666666666668,36.0,2.0,3,Appartamento
101758709,Milano,Centro,Missori,830000.0,12028.985507246376,69.0,3.0,2,Appartamento
102507646,Milano,Centro,Duomo,1100000.0,13750.0,80.0,2.0,3,Appartamento
102022952,Milano,Centro,Duomo,850000.0,13076.923076923076,65.0,3.0,1,Loft
99583806,Milano,Centro,Duomo,825000.0,15000.0,55.0,2.0,3,Appartamento
98021350,Milano,Centro,Duomo,6000000.0,9230.76923076923,650.0,5.0,5,Appartamento
103673768,Milano,Centro,Duomo,530000.0,22083.333333333332,24.0,1.0,7,Attico
100763465,Milano,Centro,Missori,670000.0,9436.61971830986,71.0,2.0,4,Appartamento
94054632,Milano,Centro,Duomo,1300000.0,11504.424778761062,113.0,2.0,2,Appartamento
96366508,Milano,Centro,Duomo,1300000.0,11504.424778761062,113.0,3.0,2,Appartamento
103408644,Milano,Centro,Missori,1930000.0,10782.122905027933,179.0,5.0,1,Appartamento
101925728,Milano,Centro,Missori,483000.0,5682.35294117647,85.0,3.0,T,Appartamento
101260907,Milano,Centro,Duomo,1100000.0,13750.0,80.0,2.0,3,Attico
101518607,Milano,Centro,Duomo,3500000.0,14344.262295081968,244.0,4.0,,Appartamento
102148186,Milano,Centro,Duomo,860000.0,12285.714285714286,70.0,3.0,1,Appartamento
101063443,Milano,Centro,Duomo,3800000.0,8260.869565217392,460.0,5.0,4,Appartamento
102272590,Milano,Centro,Cadorna - Castello,595000.0,9916.666666666666,60.0,2.0,6,Appartamento
98981786,Milano,Centro,Duomo,700000.0,14000.0,50.0,2.0,5,Appartamento
102661722,Milano,Centro,Missori,460000.0,5542.168674698795,83.0,3.0,T,Appartamento
81065755,Milano,Centro,Duomo,4000000.0,20000.0,200.0,3.0,5,Attico
103139408,Milano,Centro,Duomo,1300000.0,13541.666666666666,96.0,3.0,2,Appartamento
101096889,Milano,Centro,Missori,1200000.0,9375.0,128.0,4.0,5,Appartamento
102158132,Milano,Centro,Duomo,640000.0,12800.0,50.0,2.0,3,Appartamento
102468770,Milano,Centro,Duomo,720000.0,10000.0,72.0,3.0,2,Appartamento
103547486,Milano,Centro,Duomo,,,300.0,4.0,4 - 5,Attico
103278090,Milano,Centro,Duomo,670000.0,9571.42857142857,70.0,2.0,T,Appartamento
100093520,Milano,Centro,Duomo,380000.0,4750.0,80.0,2.0,T,Open space
103246786,Milano,Centro,Duomo,1200000.0,8571.42857142857,140.0,3.0,R,Appartamento
103523300,Milano,Centro,Duomo,2490000.0,9576.923076923076,260.0,5.0,2,Appartamento
101177529,Milano,Centro,Duomo,1500000.0,9375.0,160.0,4.0,4,Appartamento
103385320,Milano,Centro,Duomo,3250000.0,13000.0,250.0,5.0,4,Appartamento
99741472,Milano,Centro,Duomo,860000.0,13230.76923076923,65.0,3.0,1,Appartamento
94518676,Milano,Centro,San Babila,3600000.0,15000.0,240.0,5.0,5,Attico
64116336,Milano,Centro,Duomo,950000.0,7307.692307692308,130.0,3.0,1,Appartamento
98688782,Milano,Centro,Duomo,1800000.0,4500.0,400.0,5.0,,Villa unifamiliare
101726843,Milano,Centro,Duomo,837000.0,11957.142857142857,70.0,3.0,2,Appartamento
99982428,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Appartamento
99982790,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Mansarda
102136784,Milano,Centro,Cadorna - Castello,560000.0,9333.333333333334,60.0,2.0,6,Appartamento
103530606,Milano,Centro,Duomo,2030000.0,10684.21052631579,190.0,4.0,2,Appartamento
102141210,Milano,Centro,Missori,510000.0,5100.0,100.0,3.0,T,Appartamento
102474834,Milano,Centro,Duomo,690000.0,8734.177215189873,79.0,2.0,,Appartamento
101304149,Milano,Centro,Duomo,560000.0,12444.444444444445,45.0,2.0,5,Appartamento
102361848,Milano,Centro,Duomo,849000.0,12128.57142857143,70.0,2.0,1,Appartamento
102143142,Milano,Centro,Missori,470000.0,4563.1067961165045,103.0,3.0,T,Appartamento
103687530,Milano,Centro,Duomo,3500000.0,13461.538461538461,260.0,5.0,4,Attico
100725641,Milano,Centro,Duomo,3800000.0,8962.264150943396,424.0,5.0,4,Appartamento
97379328,Milano,Centro,Duomo,3800000.0,8962.264150943396,424.0,5.0,4,Appartamento
100060154,Milano,Centro,Duomo,1500000.0,10000.0,150.0,5.0,1,Appartamento
103564422,Milano,Centro,Duomo,795500.0,11873.134328358208,67.0,2.0,2,Appartamento
99705860,Milano,Centro,Duomo,860000.0,13230.76923076923,65.0,2.0,1,Appartamento
101088323,Milano,Centro,Duomo,2300000.0,9583.333333333334,240.0,5.0,4,Appartamento
98803504,Milano,Centro,Duomo,2300000.0,9019.607843137255,255.0,5.0,4,Appartamento
98363206,Milano,Centro,Duomo,2950000.0,17664.670658682633,167.0,5.0,2,Appartamento
94140520,Milano,Centro,Duomo,,,934.0,5.0,,Villa unifamiliare
98749698,Milano,Centro,Duomo,1500000.0,8620.689655172413,174.0,4.0,4,Appartamento
103471248,Milano,Centro,Duomo,,,304.0,5.0,,Loft
102021506,Milano,Centro,Missori,670000.0,9178.082191780823,73.0,3.0,T,Appartamento
82464620,Milano,Centro,Duomo,760000.0,12258.064516129032,62.0,2.0,2,Appartamento
81128081,Milano,Centro,Duomo,,,250.0,5.0,4,Appartamento
101085777,Milano,Centro,Duomo,1395000.0,15000.0,93.0,3.0,4,Appartamento
102021500,Milano,Centro,Missori,669000.0,9557.142857142857,70.0,3.0,T,Appartamento
102167586,Milano,Centro,Duomo,,,10000.0,5.0,T,Palazzo - Edificio
102021496,Milano,Centro,Missori,440000.0,8000.0,55.0,2.0,T,Appartamento
65432304,Milano,Centro,Duomo,5500000.0,12222.222222222223,450.0,5.0,5,Attico
103661614,Milano,Centro,Duomo,623000.0,6922.222222222223,90.0,3.0,5,Appartamento
103521638,Milano,Centro,Duomo,640000.0,12800.0,50.0,2.0,3,Appartamento
100874847,Milano,Centro,Duomo,,,3000.0,5.0,1,Palazzo - Edificio
102150968,Milano,Centro,Duomo,860000.0,14333.333333333334,60.0,2.0,1,Appartamento
102113208,Milano,Centro,Duomo,640000.0,11636.363636363636,55.0,2.0,3,Appartamento
88297229,Milano,Centro,Borgogna - Largo Augusto,,,290.0,5.0,7,Attico
101143407,Milano,Centro,Duomo,,,240.0,5.0,5,Appartamento
94280798,Milano,Centro,Duomo,1780000.0,10470.588235294117,170.0,4.0,2,Appartamento
101969560,Milano,Centro,Duomo,145000000.0,10245.901639344262,14152.0,5.0,,Palazzo - Edificio
103419454,Milano,Centro,Duomo,2550000.0,8793.103448275862,290.0,5.0,4,Appartamento
102023464,Milano,Centro,Duomo,860000.0,12285.714285714286,70.0,2.0,1,Appartamento
95407268,Milano,Centro,Missori,836000.0,3634.782608695652,230.0,4.0,,Palazzo - Edificio
102890312,Milano,Centro,Duomo,860000.0,12285.714285714286,70.0,2.0,1,Appartamento
102302058,Milano,Centro,Duomo,5500000.0,18333.333333333332,300.0,5.0,6,Attico
101082697,Milano,Centro,Missori,830000.0,11857.142857142857,70.0,2.0,2,Appartamento
103131100,Milano,Centro,Duomo,,,200.0,4.0,4,Appartamento
99084816,Milano,Centro,Duomo,389000.0,9725.0,40.0,2.0,S,Appartamento
102966930,Milano,Centro,Duomo,,,94.0,3.0,5,Appartamento
102968072,Milano,Centro,Duomo,,,55.0,2.0,3,Appartamento
101340227,Milano,Centro,Duomo,,,100.0,2.0,1,Loft
103606266,Milano,Centro,Duomo,,,250.0,3.0,5,Attico
103136544,Milano,Centro,Duomo,,,380.0,5.0,3,Palazzo - Edificio
96612988,Milano,Centro,Duomo,6500000.0,21666.666666666668,300.0,5.0,,Attico
99108458,Milano,Centro,Duomo,,,270.0,5.0,2,Appartamento
76083426,Milano,Centro,Duomo,1600000.0,9411.764705882353,170.0,4.0,3,Appartamento
102935426,Milano,Centro,Duomo,940000.0,10930.232558139534,86.0,3.0,1,Appartamento
82875325,Milano,Centro,Duomo,,,50.0,2.0,2,Appartamento
99216040,Milano,Centro,Duomo,,,170.0,3.0,6 - 7,Appartamento
103400256,Milano,Centro,Missori,,,240.0,4.0,,Appartamento
102604992,Milano,Centro,Carrobbio,,,200.0,5.0,5,Appartamento
95953600,Milano,Centro,Duomo,,,270.0,5.0,5,Attico
96087700,Milano,Centro,Duomo,14500000.0,2377.0491803278687,6100.0,5.0,6,Palazzo - Edificio
101185601,Milano,Centro,Duomo,800000.0,2222.222222222222,360.0,5.0,,Palazzo - Edificio
103254878,Milano,Centro,Duomo,,,380.0,5.0,3,Attico
96954838,Milano,Centro,Duomo,,,6500.0,5.0,2,Palazzo - Edificio
95560816,Milano,Centro,Duomo,540000.0,675.0,800.0,1.0,3,Appartamento
99636054,Milano,Centro,Duomo,,,210.0,5.0,4,Appartamento
99532454,Milano,Centro,Duomo,,,290.0,5.0,1,Appartamento
72790676,Milano,Centro,Duomo,,,2500.0,5.0,6,Palazzo - Edificio
91942248,Milano,Centro,Duomo,,,50.0,2.0,5,Appartamento
97910442,Milano,Centro,Duomo,38000000.0,5066.666666666667,7500.0,5.0,4,Palazzo - Edificio
98886210,Milano,Centro,Duomo,,,200.0,5.0,6,Attico
87975364,Milano,Centro,Duomo,,,1000.0,,,Palazzo - Edificio
103418836,Milano,Centro,Duomo,,,430.0,5.0,,Villa unifamiliare
102757136,Milano,Centro,Duomo,168000.0,1135.1351351351352,148.0,5.0,,Appartamento
91942086,Milano,Centro,Duomo,,,50.0,2.0,5,Appartamento
102866292,Milano,Centro,Duomo,,,600.0,5.0,5 - 6,Attico
102652580,Milano,Centro,Duomo,37000000.0,3700.0,10000.0,,5,Palazzo - Edificio
103319524,Milano,Centro,Duomo,,,80.0,3.0,,Appartamento
101072931,Milano,Centro,Duomo,448000.0,9955.555555555555,45.0,2.0,2,Appartamento
91942308,Milano,Centro,Duomo,,,50.0,2.0,5,Appartamento
103041136,Milano,Centro,Duomo,,,1400.0,,1,Palazzo - Edificio
103419486,Milano,Centro,Duomo,,,800.0,5.0,,Villa unifamiliare
102154350,Milano,Centro,Duomo,,,285.0,5.0,4,Attico
103288262,Milano,Centro,Duomo,,,309.0,4.0,5,Attico
103510468,Milano,Centro,Duomo,7200000.0,9000.0,800.0,5.0,,Attico
95530232,Milano,Centro,Duomo,28500000.0,57.0,500000.0,,4,Palazzo - Edificio
99827914,Milano,Centro,Duomo,,,5200.0,5.0,1,Palazzo - Edificio
102786736,Milano,Centro,Duomo,2400000.0,11707.317073170732,205.0,,2,Appartamento
91522372,Milano,Centro,Duomo,,,2000.0,,1,Palazzo - Edificio
83587895,Milano,Centro,Duomo,2500000.0,675.6756756756756,3700.0,,3,Palazzo - Edificio
102344488,Milano,Centro,Duomo,,,1300.0,5.0,1,Palazzo - Edificio
97436330,Milano,Centro,Duomo,16000000.0,3333.3333333333335,4800.0,,4,Palazzo - Edificio
